IntAlu,SimdAdd,SimdAlu,SimdCmp,SimdMisc,MemRead,MemWrite
68.04010283346395,0.6231357908046883,1.069939931126753,1.1177627582374399,0.7671893990487056,16.036703409363685,11.749875313903257
